exporter,year,population,eci,leftDistance2Origin_cp,leftDistance2Origin_ccp,leftSimDirection2MostComplex_cp,leftSimDirection2MostComplex_ccp,leftDistance2MostComplex_cp,leftDistance2MostComplex_ccp,leftEntropyCommunities_cp,leftEntropyCommunities_ccp,rightDistance2Origin_cp,rightDistance2Origin_ccp,rightSimDirection2MostComplex_cp,rightSimDirection2MostComplex_cc,rightDistance2MostComplex_cp,rightDistance2MostComplex_ccp,rightEntropyCommunities_cp,rightEntropyCommunities_ccp,EntropyCommunities_ccp,EntropyCommunities_cp,GDPpcPPPconstant2011intUSD,GDPpcconst2010USD,incomeLevel,latitude,longitude,region,TotalExports,TotalImports,rY10yr,rX10yr,logpop,loggdppc
"DOM",1962,3521278,-.61012703,1.1479472,0,-.0097979363,0,.21642584,.01405744,0,0,.61059099,0,-.0034870314,0,.56739402,1.0615623,0,0,4.2483263,14.991931,,1365.2557,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",38.510002,124.14084,.03335005,.25044945,15.074334,7.2190971
"DOM",1963,3638628,-.5030908,1.0663675,0,-.0099731078,0,.21274172,.43065232,0,0,.52202547,0,-.0038507103,0,.57376802,1.0182853,0,0,4.0650878,14.945067,,1407.1426,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",38.428535,153.1889,.04000885,.27857777,15.107118,7.2493162
"DOM",1964,3757956,-.61667639,1.4353752,0,-.0075961119,0,.2300348,.29364014,0,0,.92483991,0,.0026022976,0,.57276291,.963884,0,0,3.9184909,15.044896,,1454.6296,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",187.75711,189.17549,.039889116,.13585787,15.139386,7.2825065
"DOM",1965,3878948,-.3430573,.97601271,0,-.0099367267,0,.19604757,.048109811,0,0,.65598035,0,-.0037275814,0,.56875324,1.0301918,0,0,4.0672078,,,1233.3558,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",135.67036,121.35672,.059834048,.20461842,15.171075,7.1174941
"DOM",1966,4001375,-.2359748,.84270203,0,-.0099970158,0,.17924692,.0068610203,0,0,.47642523,0,-.0047832774,0,.62037188,.98907185,0,0,4.3785543,14.648263,,1356.5902,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",142.4908,153.54059,.053999878,.16879232,15.202148,7.2127295
"DOM",1967,4125109,-.54452747,1.1315167,0,-.009979031,0,.21333109,.0073266933,0,0,.61541677,0,-.0045791492,0,.55772251,.89535773,0,0,4.2011948,14.33828,,1359.6859,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",149.80598,160.55081,.056300789,.17169005,15.232603,7.2150092
"DOM",1968,4250025,-.73301572,1.1798443,0,-.0099928947,0,.2128834,.0057176012,0,0,.61738336,0,-.0057602576,0,.60115409,.89315122,0,0,3.9909399,,,1322.8745,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",169.38303,193.27997,.058901668,.16881828,15.262435,7.1875625
"DOM",1969,4376054,-.46922851,1.0360967,0,-.0098534469,0,.17780104,.0067743412,0,0,.41666609,0,-.0046035438,0,.60275149,.82433504,0,0,3.8447199,13.916926,,1424.7069,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",177.42805,205.33371,.053257231,.1838727,15.291658,7.2617216
"DOM",1970,4503114,-.3505086,.96233213,0,-.0094386414,0,.22798908,.0084763058,0,0,.39563525,0,-.0038743536,0,.61406672,.79003811,0,0,3.7850387,13.76688,,1636.8571,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",221.11938,272.29019,.044304844,.17822672,15.32028,7.4005332
"DOM",1971,4631114,-.24397211,.89551502,0,-.009964033,0,.20371766,.0044532008,0,0,.53790963,0,-.0039524473,0,.61402792,.76717877,0,0,4.0909529,13.702551,,1764.6477,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",235.59796,328.21075,.038460232,.18368943,15.348308,7.4757066
"DOM",1972,4759934,-.3057569,.91103089,0,-.0089392466,0,.21651593,.0078653041,0,0,.51287526,0,-.0032215822,0,.61165375,.77040374,0,0,4.406436,13.480901,,1895.3467,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",359.94397,329.63422,.030484138,.10486434,15.375745,7.5471568
"DOM",1973,4889436,-.061942127,.76084739,0,-.0099372286,0,.19507894,.0070721414,0,0,.42942742,0,-.003672502,0,.61482704,.7828269,0,0,4.7021527,13.175757,,2083.092,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",448.66821,443.85922,.023158504,.091241576,15.402588,7.6416087
"DOM",1974,5019473,.033415604,.63475919,0,-.0099325199,0,.14955367,.0085057905,0,0,.67414385,0,-.0049388129,0,.59370714,.78811431,0,0,4.985538,12.708125,,2150.9126,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",671.17584,753.13873,.018936742,.061722759,15.428836,7.6736474
"DOM",1975,5149935,-.20450231,.81032115,0,-.009962514,0,.16475144,.0076063327,0,0,.52487969,0,-.0051529892,0,.56515568,.7407549,0,0,4.7060304,12.714843,,2205.2969,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",872.93115,737.30737,.012050943,.030195868,15.454494,7.6986175
"DOM",1976,5280723,-.063349202,.60466021,0,-.0097741792,0,.1403992,.0087362519,0,0,.90760916,0,-.0048829149,0,.60752195,.72158229,0,0,4.7534804,12.628366,,2295.3784,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",677.89172,684.64026,.0093807848,.063548818,15.479573,7.7386532
"DOM",1977,5411865,-.16428161,.70484453,0,-.0099825179,0,.15008378,.012487937,0,0,.5526436,0,-.0049973726,0,.58616269,.73239088,0,0,4.7858229,12.749184,,2351.3357,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",730.56116,808.76501,.014609461,.063683182,15.504105,7.7627387
"DOM",1978,5543517,-.14510325,.90444833,0,-.0092608063,0,.19453815,.33905596,0,0,.90409487,0,-.0039156824,0,.61708176,.91432434,0,0,4.9941282,13.690186,,2344.6335,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",806.00891,980.74493,.015004199,.079270244,15.52814,7.7598844
"DOM",1979,5675931,-.33437529,.85501635,0,-.0093970671,0,.18624614,.24733692,0,0,1.1126001,0,-.0047398792,0,.62947857,.9734264,0,0,5.2658272,13.767369,,2393.7017,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",959.56049,1283.7461,.015240662,.074811392,15.551745,7.7805963
"DOM",1980,5809269,-.16194554,.71294254,0,-.0097457562,0,.15129983,.28709888,0,0,.98339403,0,-.0049073342,0,.6346969,.96005893,0,0,5.2177544,13.59615,,2525.1296,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1140.028,1694.6163,.0021960619,.057842936,15.574965,7.8340478
"DOM",1981,5943591,-.20291044,.6976518,0,-.0095809717,0,.1503759,.26008993,0,0,1.093492,0,-.004999938,0,.66190279,.90809488,0,0,4.8341613,13.631636,,2573.6929,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1272.182,1669.9769,-.00072839425,.058729462,15.597824,7.853097
"DOM",1982,6078820,-.069776416,.71496677,0,-.0091284839,0,.15836088,.10676395,0,0,1.1690577,0,-.003958629,0,.61687654,1.0966309,0,0,4.8502264,13.797327,,2559.1855,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",975.71832,1468.2367,.0079320734,.10501448,15.620321,7.8474445
"DOM",1983,6214857,-.067840412,.81016237,0,-.0086104358,0,.16504177,.045527667,0,0,1.0958916,0,-.0037287981,0,.60420084,.92159069,0,0,4.8369651,13.948619,,2619.0129,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1074.3217,1484.2808,.010725277,.10489367,15.642453,7.870553
"DOM",1984,6351572,-.33226416,.85011476,0,-.0090378989,0,.1657719,.066850007,0,0,1.3208474,0,-.0044278577,0,.628371,.98545533,0,0,4.6038618,14.013823,,2594.7468,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1221.6522,1305.1208,.012105762,.10965282,15.664213,7.8612442
"DOM",1985,6488856,-.076202653,.62108493,0,-.0089027463,0,.15449262,.040968373,0,0,1.2675592,0,-.0030008908,0,.59432405,.96747261,0,0,4.5935922,14.105088,,2485.9409,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1175.3793,1564.9718,.020082206,.12469319,15.685596,7.8184066
"DOM",1986,6626542,-.24266823,.9782868,0,-.007746161,0,.19689533,.040907264,0,0,1.0491874,0,-.0027348346,0,.58010536,1.0231071,0,0,4.2374487,14.257504,,2520.0237,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1255.2627,1520.4023,.023975894,.1239017,15.706594,7.8320236
"DOM",1987,6764624,-.21507277,1.1278573,0,-.0068008793,0,.20759045,.056155395,0,0,1.2567686,0,-.0024323964,0,.56746507,.96182793,0,0,4.0796738,14.150854,,2718.3396,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1354.5016,2305.3496,.022405522,.13502572,15.727218,7.9077764
"DOM",1988,6903316,-.33983722,1.2545222,0,-.007152399,0,.22732629,.051032506,0,0,1.1671506,0,-.0028557593,0,.55700445,.98301107,0,0,4.1827149,13.928165,,2721.1555,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1728.3905,2226.2202,.027589248,.10912203,15.747513,7.908812
"DOM",1989,7042937,-.42795566,1.1128221,0,-.0077572516,0,.22103794,.064857833,0,0,1.1448026,0,-.0028463169,0,.54240209,.92545074,0,0,4.0564294,13.674546,,2784.5823,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",1974.2174,2644.7976,.030272791,.089124128,15.767536,7.9318533
"DOM",1990,7183647,-.56153703,1.2611567,0,-.0076057268,0,.23505069,.10574175,0,0,1.1040124,0,-.0032784513,0,.5435527,.97735906,0,0,3.9913399,13.609506,5267.1021,2581.1343,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",2000.4486,2749.2546,.042207863,.09248098,15.787317,7.8559842
"DOM",1991,7325622,-.79190743,1.4373953,0,-.007911955,0,.25655496,.30978346,0,0,1.0715747,0,-.0036018882,0,.55659974,1.033444,0,0,3.9279428,13.467569,5213.7876,2555.0076,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",2251.123,2771.5828,.043513332,.076384351,15.806889,7.8458104
"DOM",1992,7468551,-.60596222,1.2668623,0,-.0078031155,0,.23813294,.3246395,0,0,1.0893884,0,-.0032869237,0,.53373599,1.0202688,0,0,4.0485997,13.266093,5651.6538,2769.5833,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",2648.5254,3420.6155,.039369032,.070961006,15.826212,7.9264522
"DOM",1993,7611465,-.76859647,1.4017344,0,-.0077561974,0,.24732144,.38594344,0,0,1.1935323,0,-.0032836064,0,.53120387,1.0117922,0,0,3.947619,13.279081,5946.0708,2913.8616,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",2912.9912,3952.3445,.032269418,.067000531,15.845166,7.9772344
"DOM",1994,7753052,-.58571666,1.4419937,0,-.0074497745,0,.25997412,.1641598,0,0,1.1758487,0,-.0029936577,0,.52245635,1.0198812,0,0,3.850167,13.36676,5971.9355,2926.5366,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",3457.9509,4475.1831,.031621967,.066438965,15.863597,7.981575
"DOM",1995,7892423,-.65418893,1.378518,0,-.0074841697,0,.2665821,.45744395,0,0,1.13696,0,-.0026135973,0,.51552075,1.0362818,0,0,3.75545,13.275314,6188.7607,3032.7913,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",3806.4375,4574.332,.035575163,.056507532,15.881413,8.0172386
"DOM",1996,8029113,-.56286663,1.200727,0,-.0078482917,0,.23895644,.61588544,0,0,1.1592865,0,-.003078497,0,.52196372,1.0231987,0,0,3.7911396,13.038897,6517.231,3193.7576,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",4036.6204,5098.0479,.039237298,.053083703,15.898584,8.0689535
"DOM",1997,8163472,-.65413815,1.4703599,0,-.0076628248,0,.26215485,.14253694,0,0,1.2200533,0,-.0035732768,0,.53327227,.96586186,0,0,3.85128,12.955112,6923.0381,3392.6228,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",4806.5845,6063.1021,.040174928,.053703986,15.91518,8.1293583
"DOM",1998,8296375,-.6387707,1.4347936,0,-.0077767791,0,.27870563,.011996561,0,0,1.1265255,0,-.0036179828,0,.5201391,.71017087,0,0,,12.905599,7289.7065,3572.3079,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",4868.9487,6648.1504,.036662173,.049331278,15.931329,8.1809673
"DOM",1999,8429112,-.56135023,1.4792284,0,-.007633999,0,.27357489,.014440662,0,0,1.1703153,0,-.0036553112,0,.52438003,.73437732,0,0,,12.838332,7656.7329,3752.1687,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",4636.2705,7116.9844,.031158481,.017364599,15.947202,8.2300892
"DOM",2000,8562622,-.47619495,1.3360684,0,-.0081545487,0,.25966927,.020569459,0,0,1.1835015,0,-.0038412653,0,.52350622,.7356956,0,0,,12.604106,7963.7056,3902.6001,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",4844.6929,8428.0352,.033981446,.029206946,15.962917,8.2693987
"DOM",2001,8697126,-.64381611,1.2870306,0,-.0085357977,0,.26157805,.017185749,0,0,1.2276614,0,-.0040053395,0,.52646548,.70999491,0,0,4.2016115,12.610652,7982.3975,3911.76,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",4699.731,8101.6855,.035558816,.051232964,15.978503,8.2717428
"DOM",2002,8832285,-.69091898,1.287982,0,-.0087793693,0,.26538798,.021767655,0,0,1.2196487,0,-.0041030203,0,.5243091,.70837885,0,0,4.185894,12.798133,8315.2119,4074.855,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",5257.0332,7741.1313,.032873776,.046102744,15.993924,8.3125906
"DOM",2003,8967760,-.61966252,1.2219803,0,-.0084996773,0,.26059991,.022769984,0,0,1.1912968,0,-.0037030543,0,.51492339,.67805624,0,0,4.0841012,12.736738,8168.8457,4003.1284,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",5571.6719,6859.4263,.03823011,.048511494,16.009146,8.2948313
"DOM",2004,9102998,-.45337465,1.1273555,0,-.0083988933,0,.25373927,.016120033,0,0,1.0829196,0,-.0033879541,0,.50647271,.67174864,0,0,,12.777907,8153.0654,3995.3955,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",6579.2876,7408.0771,.044815224,.047784641,16.024115,8.2928982
"DOM",2005,9237566,-.27496174,.87458515,0,-.0087108007,0,.21779084,.00718304,0,0,1.1840357,0,-.0028256464,0,.49876252,.67592478,0,0,4.6097074,12.691037,8778.4922,4301.8848,"Upper middle income",18.479,-69.8908,"Latin America & Caribbean",6595.4536,8757.0654,.042980287,.032013807,16.03879,8.3668089
"DZA",1962,11690153,-.087321609,.77522349,0,-.0096348543,0,.17863114,.01405744,0,0,.78609377,0,.00014795903,0,.54771537,1.0615623,0,0,4.2483263,14.991931,,1628.3887,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",824.71478,693.56549,.058594003,.058005642,16.274258,7.3953462
"DZA",1963,11985136,-.26540312,.91751826,0,-.0098375902,0,.19719872,.43065232,0,0,1.0001284,0,.00035948621,0,.55708414,1.0182853,0,0,4.0650878,14.945067,,2133.3186,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",765.63043,683.87738,.031417403,.09058959,16.299177,7.6654339
"DZA",1964,12295970,-.23161052,1.1598557,0,-.008438631,0,.20858413,.29364014,0,0,1.3372463,0,-.0050561843,0,.66748607,.963884,0,0,3.9184909,15.044896,,2200.814,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",806.21942,663.59857,.032810744,.18623054,16.324781,7.6965823
"DZA",1965,12626952,-.53131109,1.2563056,0,-.008793531,0,.21761462,.048109811,0,0,2.7012746,0,.0012666705,0,.57329112,1.0301918,0,0,4.0672078,,,2276.147,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",780.77515,653.59009,.031523313,.18835755,16.351345,7.7302394
"DZA",1966,12980267,-.23768389,.90987349,0,-.0085157193,0,.17894661,.0068610203,0,0,2.7802734,0,.0039377636,0,.54970944,.98907185,0,0,4.3785543,14.648263,,2107.8003,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",781.84711,638.3772,.044914763,.20023997,16.378941,7.6533999
"DZA",1967,13354197,-.85666049,1.6790729,0,-.0077190772,0,.25347254,.0073266933,0,0,3.0956719,0,.0018856808,0,.55847579,.89535773,0,0,4.2011948,14.33828,,2242.4504,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",938.05353,540.42297,.040811863,.19462036,16.407341,7.7153244
"DZA",1968,13744387,-.80348986,1.4871368,0,-.007770028,0,.23036632,.0057176012,0,0,2.4578955,0,.0033890202,0,.53295177,.89315122,0,0,3.9909399,,,2414.0166,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",919.4928,787.80334,.039286658,.21515031,16.436142,7.7890472
"DZA",1969,14144438,-.39020869,1.2151735,0,-.0061589181,0,.17766981,.0067743412,0,0,2.214479,0,.0075030713,0,.44127226,.82433504,0,0,3.8447199,13.916926,,2543.5632,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",1005.4785,963.13928,.038265698,.25130919,16.464832,7.841321
"DZA",1970,14550034,-.6440168,1.1459315,0,-.0075453371,0,.23381911,.0084763058,0,0,.39110151,0,-.0030230565,0,.61061656,.79003811,0,0,3.7850387,13.76688,,2691.8022,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",1095.1854,1203.4562,.030089552,.28690678,16.493103,7.8979664
"DZA",1971,14960109,-.50762546,1.3931142,0,-.0061234361,0,.2280174,.0044532008,0,0,1.3953133,0,.0031877176,0,.56207782,.76717877,0,0,4.0909529,13.702551,,2321.3503,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",909.65601,1232.4161,.0453193,.31195819,16.520897,7.7499042
"DZA",1972,15377093,-.73376238,1.2185167,0,-.007029789,0,.23352605,.0078653041,0,0,.4055928,0,-.0024644227,0,.60447586,.77040374,0,0,4.406436,13.480901,,2877.7454,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",1449.3845,1180.1746,.02625904,.23881653,16.548389,7.9647622
"DZA",1973,15804428,-.6152513,1.6183864,0,-.0041081174,0,.23723915,.0070721414,0,0,.98617327,0,.0029734047,0,.57618004,.7828269,0,0,4.7021527,13.175757,,2906.7004,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",1822.3536,2213.3391,.027425244,.20776926,16.5758,7.9747739
"DZA",1974,16247113,-1.1732175,1.8071487,0,-.0065436177,0,.24602063,.0085057905,0,0,1.9097855,0,.0036813063,0,.51855588,.78811431,0,0,4.985538,12.708125,,3039.4207,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",4447.79,4051.1394,.025266696,.10382157,16.603426,8.0194225
"DZA",1975,16709099,-1.3224455,2.0573001,0,-.0061740717,0,.26583236,.0076063327,0,0,1.8401082,0,.0033280784,0,.50577301,.7407549,0,0,4.7060304,12.714843,,3104.4937,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",4385.2793,5638.1147,.023721138,.10405832,16.631464,8.0406055
"DZA",1976,17190240,-1.2515463,1.7611265,0,-.0066777891,0,.23773059,.0087362519,0,0,1.3684672,0,.0035144247,0,.52577341,.72158229,0,0,4.7534804,12.628366,,3270.6804,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",4850.6807,4925.4663,.015803246,.058477808,16.659853,8.0927534
"DZA",1977,17690184,-1.5516438,2.1795857,0,-.0060724816,0,.27375251,.012487937,0,0,1.3448108,0,.003447219,0,.52561319,.73239088,0,0,4.7858229,12.749184,,3345.3779,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",5552.9878,6760.0249,.0098979799,.041637935,16.68852,8.1153345
"DZA",1978,18212326,-.62914628,2.0020041,0,-.0010827286,0,.23741241,.33905596,0,0,.40632921,0,.0016808258,0,.57062489,.91432434,0,0,4.9941282,13.690186,,3548.9001,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",6454.2881,7822.1938,.00016113465,.021011824,16.717609,8.1743927
"DZA",1979,18760760,-.80649346,2.6668613,10.951658,-.0020421471,-.0039051061,.30518138,1.2133107,0,0,.88903409,.022700621,.0034097063,-.0014994896,.54520285,.97376937,0,0,5.2658272,13.767369,,3702.7773,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",9462.7881,8179.4219,-.0024474179,-.0038863274,16.747278,8.2168388
"DZA",1980,19337716,-1.1350855,3.0695715,8.0097752,-.0020155748,-.004516236,.3328644,.96524674,0,0,.6826269,.77064991,.0029331415,.0017143378,.56439149,.94988656,0,0,5.2177544,13.59615,,3620.7036,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",13644.53,10138.036,-.0019692143,-.012016911,16.777569,8.1944237
"DZA",1981,19943664,-1.591886,4.5026708,9.2245913,-.0011779832,-.0047854492,.46713731,1.0715432,0,0,.87052113,.74321514,.0035988665,.0018799913,.574857,.89709729,0,0,4.8341613,13.631636,,3616.0164,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",13742.861,10546.915,-.005481041,-.016791392,16.808422,8.1931286
"DZA",1982,20575700,-.62155759,3.0174782,12.278829,-.00079114345,-.0015313698,.32176983,1.2486975,0,0,.55983061,.036871456,.0029286118,.0010913115,.54741257,1.0962347,0,0,4.8502264,13.797327,,3729.2571,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",12338.249,9786.0576,-.0090870764,-.015243107,16.839621,8.2239647
"DZA",1983,21228288,-.86474043,3.724159,6.9824219,-.00041117612,-.00792797,.38673273,.73486042,0,0,.50999576,.015755482,.0024025622,.0048076473,.54472041,.92083424,0,0,4.8369651,13.948619,,3809.8037,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",12035.729,9804.1172,-.015468948,-.020982986,16.870846,8.2453327
"DZA",1984,21893852,-.86559218,4.3913565,0,-.00090076932,0,.45471326,.066850007,0,0,.89443707,0,.0026705316,0,.54164058,.98545533,0,0,4.6038618,14.013823,,3900.8506,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",11943.539,9478.3467,-.020690314,-.029657181,16.901716,8.2689495
"DZA",1985,22565904,-1.1678531,4.0826154,0,-.0022881867,0,.44051409,.040968373,0,0,.88393867,0,.0022035756,0,.5314191,.96747261,0,0,4.5935922,14.105088,,3924.7092,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",11800.962,8386.748,-.019488266,-.010941964,16.931952,8.2750473
"DZA",1986,23241272,-.42233679,3.1118867,0,-.00013439446,0,.33184436,.040907264,0,0,.39931536,0,.0015016238,0,.53802025,1.0231071,0,0,4.2374487,14.257504,,3825.9041,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",8562.8877,7816.2173,-.014742255,.042097505,16.961441,8.2495499
"DZA",1987,23917896,-.74254304,2.727041,0,-.0021144082,0,.31687525,.056155395,0,0,.35715321,0,.00024695261,0,.52398324,.96182793,0,0,4.0796738,14.150854,,3691.6475,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",8350.1563,6768.4214,-.011720125,.050259225,16.990137,8.2138281
"DZA",1988,24591492,.18556137,2.2840207,0,.00083788403,0,.24895082,.051032506,0,0,.50925338,0,.0022105679,0,.50352484,.98301107,0,0,4.1827149,13.928165,,3554.6228,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",7946.1372,7339.2607,-.0045133373,.027710401,17.017912,8.1760044
"DZA",1989,25257672,-.053814169,1.9742566,0,-.0011921442,0,.2448923,.064857833,0,0,.43226403,0,.0010459857,0,.49594417,.92545074,0,0,4.0564294,13.674546,,3613.1465,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",9101.3984,8613.542,-.004404095,.014123604,17.04464,8.1923342
"DZA",1990,25912368,-.49608499,2.5004666,0,-.0016191945,0,.29677346,.10574175,0,0,.45364335,0,.0005413632,0,.49687085,.97735906,0,0,3.9913399,13.609506,10236.533,3550.0327,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",12090.763,9598.1318,-.00025269872,.036231037,17.07023,8.1747122
"DZA",1991,26554328,-.31108207,1.7015356,0,-.0024155478,0,.23584223,.30978346,0,0,.30277601,0,.00040296587,0,.50863284,1.033444,0,0,3.9279428,13.467569,9869.1924,3422.6387,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",11602.027,8077.8438,.0050771958,.032447685,17.094704,8.1381674
"DZA",1992,27181094,-.22233699,1.918022,0,-.0019889143,0,.24936484,.3246395,0,0,.46468791,0,.00073239836,0,.48672631,1.0202688,0,0,4.0485997,13.266093,9815.1689,3403.9036,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",10581.417,7773.4385,.0098518729,.044102989,17.118032,8.132678
"DZA",1993,27786260,-.58665782,1.866796,0,-.0035265828,0,.25667912,.38594344,0,0,.36677915,0,-.00036708362,0,.48265254,1.0117922,0,0,3.947619,13.279081,9399.7725,3259.8438,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",9735.8701,7590.5303,.02001139,.082478538,17.140053,8.0894346
"DZA",1994,28362252,-.79008746,2.2992496,0,-.0031137099,0,.30008042,.1641598,0,0,.39986801,0,-.00035765453,0,.47817007,1.0198812,0,0,3.850167,13.36676,9125.998,3164.8987,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",8838.6309,9174.4395,.026002688,.12287007,17.16057,8.0598764
"DZA",1995,28904298,-.88118958,2.3402948,0,-.0041838046,0,.32447577,.45744395,0,0,.55742735,0,-.001204864,0,.48387939,1.0362818,0,0,3.75545,13.275314,9295.1406,3223.5576,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",10571.465,9625.3389,.028591489,.13880183,17.179501,8.0782413
"DZA",1996,29411416,-.85127991,2.4909904,0,-.0027042008,0,.31239867,.61588544,0,0,.61595654,0,.00028703874,0,.47671297,1.0231987,0,0,3.7911396,13.038897,9509.4023,3297.8633,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",12933.135,7966.3989,.026466381,.13937752,17.196894,8.1010303
"DZA",1997,29886840,-1.1830413,3.0772686,0,-.0030307292,0,.36970648,.14253694,0,0,.51105696,0,-.00039026121,0,.48206651,.96586186,0,0,3.85128,12.955112,9461.0713,3281.1021,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",13635.142,8191.2373,.028822513,.14339322,17.212929,8.0959349
"DZA",1998,30335732,-.98620689,2.374193,0,-.0039671799,0,.32888728,.011996561,0,0,.51191103,0,-.0011426099,0,.4772355,.71017087,0,0,,12.905599,9796.4453,3397.4102,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",10443.921,9347.5859,.025974568,.20369071,17.227837,8.1307688
"DZA",1999,30765612,-1.2920909,2.6073616,0,-.0034790037,0,.33848688,.014440662,0,0,.46810389,0,-.0011381154,0,.47775838,.73437732,0,0,,12.838332,9968.668,3457.137,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",10471.696,8887.1348,.024084024,.15415257,17.241909,8.1481962
"DZA",2000,31183660,-1.2777089,2.6062787,0,-.0033743342,0,.33416659,.020569459,0,0,.36646342,0,-.00071416685,0,.47055295,.7356956,0,0,,12.604106,10210.695,3541.072,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",17259.16,9142.6309,.023418002,.11807741,17.255405,8.1721849
"DZA",2001,31592152,-1.6644479,3.0151408,0,-.0036706263,0,.37815705,.017185749,0,0,.37761816,0,-.0010375209,0,.47055471,.70999491,0,0,4.2016115,12.610652,10381.875,3600.4373,"Upper middle income",36.7397,3.0509701,"Middle East & North Africa",15966.673,10306.614,.022664506,.15890507,17.268419,8.1888103
