country,gdp_per_capita_PPP_constant_2011_international_dollar,gdp_per_capita_PPP_current_international_dollar,gdp_per_capita_constant2010USD,incomeLevel,iso2c,iso3c,latitude,lendingType,longitude,name,region,year
Denmark,40945.2792350717,26653.8293359841,54013.7779786091,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,1999
Denmark,42337.7143693512,28640.062432903,55850.6364296358,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2000
Denmark,42533.5392582329,29517.216403631,56108.9627194633,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2001
Denmark,42595.5872217462,30640.3450364796,56190.8145223533,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2002
Denmark,42645.5831253435,30784.4161149968,56256.7676111391,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2003
Denmark,43670.4452995124,32931.9464984683,57608.7348945083,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2004
Denmark,44567.9313092661,34150.1557953743,58792.6713818243,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2005
Denmark,46159.9137391637,37317.1164394444,60892.7666094246,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2006
Denmark,46373.5166625592,38953.1998862021,61174.5451464235,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2007
Denmark,45865.7959577936,41278.328843462,60504.7752990886,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2008
Denmark,43382.6254590015,40380.9444701366,57229.0516378881,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2009
Denmark,43998.4366716285,43082.7555384582,58041.4112245601,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2010
Denmark,44403.3941459257,44403.3941459257,58575.6189162915,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2011
Denmark,44336.8124612297,44803.9622367418,58487.7863650965,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2012
Denmark,44564.4521554649,46726.853320478,58788.0817870167,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2013
Denmark,45082.1520529814,47805.5727094006,59471.015884583,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2014
Denmark,45483.7645089796,48980.7917333714,60000.8109290176,High income,DK,DNK,55.6763,Not classified,12.5681,Denmark,Europe & Central Asia,2015
Dominican Republic,,,1365.2557576825,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1962
Dominican Republic,,,1407.1426195206,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1963
Dominican Republic,,,1454.6296618837,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1964
Dominican Republic,,,1233.355801491,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1965
Dominican Republic,,,1356.5901718423,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1966
Dominican Republic,,,1359.6858930156,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1967
Dominican Republic,,,1322.87453527,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1968
Dominican Republic,,,1424.7068576839,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1969
Dominican Republic,,,1636.8570386208,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1970
Dominican Republic,,,1764.6476836827,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1971
Dominican Republic,,,1895.3467132937,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1972
Dominican Republic,,,2083.0921268274,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1973
Dominican Republic,,,2150.9126929816,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1974
Dominican Republic,,,2205.2967844671,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1975
Dominican Republic,,,2295.3783172711,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1976
Dominican Republic,,,2351.3357988552,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1977
Dominican Republic,,,2344.6336385292,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1978
Dominican Republic,,,2393.7017190338,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1979
Dominican Republic,,,2525.1296362955,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1980
Dominican Republic,,,2573.6928753387,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1981
Dominican Republic,,,2559.1856466948,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1982
Dominican Republic,,,2619.0128892005,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1983
Dominican Republic,,,2594.7469133215,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1984
Dominican Republic,,,2485.9409356733,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1985
Dominican Republic,,,2520.0236271669,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1986
Dominican Republic,,,2718.3396848976,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1987
Dominican Republic,,,2721.1554821829,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1988
Dominican Republic,,,2784.5822313608,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1989
Dominican Republic,5267.102183053,3404.3021709824,2581.1342437523,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1990
Dominican Republic,5213.7875328356,3482.0088209988,2555.0074923457,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1991
Dominican Republic,5651.6540172921,3860.476527185,2769.5831998113,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1992
Dominican Republic,5946.0709120459,4158.2196411512,2913.8616858892,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1993
Dominican Republic,5971.9353835229,4265.1846086383,2926.5365250523,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1994
Dominican Republic,6188.7605105259,4512.2299306311,3032.7913005935,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1995
Dominican Republic,6517.2309054984,4838.4630919289,3193.7576450951,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1996
Dominican Republic,6923.0379874189,5227.7054971546,3392.6226982305,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1997
Dominican Republic,7289.7064144106,5564.3219861547,3572.3079217403,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1998
Dominican Republic,7656.7329004423,5933.9171106531,3752.1686114586,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,1999
Dominican Republic,7963.705669475,6312.2599294113,3902.6000818408,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2000
Dominican Republic,7982.3977022151,6471.2635527078,3911.7600799031,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2001
Dominican Republic,8315.2116280012,6844.5569095693,4074.8549641087,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2002
Dominican Republic,8168.8455476781,6858.1594892296,4003.1285215761,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2003
Dominican Republic,8153.0653631045,7033.1271974826,3995.3954696322,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2004
Dominican Republic,8778.4925376196,7816.3034183194,4301.8849663251,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2005
Dominican Republic,9576.5777370166,8788.8819342173,4692.9852271523,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2006
Dominican Republic,10265.0373171296,9671.4310050698,5030.3636443371,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2007
Dominican Republic,10449.1883005539,10038.0523332892,5120.6065127718,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2008
Dominican Republic,10406.3319083392,10072.8019763464,5099.6048124697,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2009
Dominican Republic,11123.5309648031,10898.5171855406,5451.0669599447,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2010
Dominican Republic,11320.9030559829,11320.9030559829,5547.7888091892,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2011
Dominican Republic,11490.6818164732,11702.3460912915,5630.9885948272,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2012
Dominican Republic,11887.6731055271,12302.1734225841,5825.533484035,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2013
Dominican Republic,12639.0915494073,13313.9666652424,6193.7647826658,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2014
Dominican Republic,13371.524988334,14237.0579016719,6552.6925127117,Upper middle income,DO,DOM,18.479,IBRD,-69.8908,Dominican Republic,Latin America & Caribbean ,2015
Algeria,,,1628.3887246985,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1962
Algeria,,,2133.318606966,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1963
Algeria,,,2200.8138755243,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1964
Algeria,,,2276.1469980644,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1965
Algeria,,,2107.8003906998,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1966
Algeria,,,2242.4504165851,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1967
Algeria,,,2414.0166952307,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1968
Algeria,,,2543.5632650632,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1969
Algeria,,,2691.8023171657,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1970
Algeria,,,2321.3504021634,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1971
Algeria,,,2877.7452645898,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1972
Algeria,,,2906.7005021337,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1973
Algeria,,,3039.420570957,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1974
Algeria,,,3104.4935728374,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1975
Algeria,,,3270.6803555066,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1976
Algeria,,,3345.3780165806,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1977
Algeria,,,3548.9000651624,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1978
Algeria,,,3702.7774497619,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1979
Algeria,,,3620.7035374405,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1980
Algeria,,,3616.0163127638,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1981
Algeria,,,3729.2571780429,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1982
Algeria,,,3809.8037633882,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1983
Algeria,,,3900.8504795364,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1984
Algeria,,,3924.7092712565,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1985
Algeria,,,3825.9040177309,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1986
Algeria,,,3691.6475554057,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1987
Algeria,,,3554.6227403699,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1988
Algeria,,,3613.146593452,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1989
Algeria,10236.533280454,6616.2096839717,3550.0326715417,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1990
Algeria,9869.1920226896,6591.1035811707,3422.6386182093,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1991
Algeria,9815.1690973061,6704.4496698785,3403.903452224,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1992
Algeria,9399.7721723976,6573.4697496503,3259.8436797717,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1993
Algeria,9125.9975926452,6517.8308154531,3164.8985771543,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1994
Algeria,9295.1410033632,6777.0942781639,3223.5575604032,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1995
Algeria,9509.4021130222,7059.8835329511,3297.8633745583,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1996
Algeria,9461.0710241246,7144.2180574002,3281.1021390954,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1997
Algeria,9796.4457724123,7477.7467704113,3397.4101977919,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1998
Algeria,9968.6683774079,7725.6517400144,3457.1370464976,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,1999
Algeria,10210.6952546491,8093.2878715494,3541.0720367973,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2000
Algeria,10381.8750940885,8416.4999554578,3600.4372541096,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2001
Algeria,10826.1625620162,8911.4130924146,3754.51627515,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2002
Algeria,11459.5494581682,9620.8720559261,3974.1750320223,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2003
Algeria,11796.8306188417,10176.3700613677,4091.1442350798,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2004
Algeria,12322.1142579484,10971.5174197142,4273.3127514676,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2005
Algeria,12348.1104286787,11332.4496128554,4282.3282309175,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2006
Algeria,12570.2772482197,11843.3635811419,4359.3757475225,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2007
Algeria,12660.0230946737,12161.8991551954,4390.4996327596,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2008
Algeria,12647.1605413601,12241.8105455674,4386.0388955889,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2009
Algeria,12870.2162376059,12609.8694102618,4463.3946748895,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2010
Algeria,12989.9549601294,12989.9549601294,4504.9200981321,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2011
Algeria,13161.5664639913,13404.00929424,4564.4350167897,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2012
Algeria,13253.2175146436,13715.3317411268,4596.2196273881,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2013
Algeria,13482.9330029363,14202.8657557439,4675.8850244767,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2014
Algeria,13724.3117456,14612.6803900956,4759.5952415194,Upper middle income,DZ,DZA,36.7397,IBRD,3.05097,Algeria,Middle East & North Africa,2015
East Asia & Pacific (excluding high income),,,251.7625547985,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1962
East Asia & Pacific (excluding high income),,,259.7325388715,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1963
East Asia & Pacific (excluding high income),,,278.6058516736,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1964
East Asia & Pacific (excluding high income),,,298.7190692846,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1965
East Asia & Pacific (excluding high income),,,312.6623224581,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1966
East Asia & Pacific (excluding high income),,,301.8188329544,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1967
East Asia & Pacific (excluding high income),,,301.9034203094,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1968
East Asia & Pacific (excluding high income),,,325.3608982524,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1969
East Asia & Pacific (excluding high income),,,356.9038036542,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1970
East Asia & Pacific (excluding high income),,,370.1129879772,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1971
East Asia & Pacific (excluding high income),,,379.4266684123,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1972
East Asia & Pacific (excluding high income),,,401.4419133074,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1973
East Asia & Pacific (excluding high income),,,409.6729682087,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1974
East Asia & Pacific (excluding high income),,,427.8142917156,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1975
East Asia & Pacific (excluding high income),,,434.7553316731,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1976
East Asia & Pacific (excluding high income),,,461.100231339,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1977
East Asia & Pacific (excluding high income),,,495.3133093524,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1978
East Asia & Pacific (excluding high income),,,522.4574972225,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1979
East Asia & Pacific (excluding high income),,,553.925355436,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1980
East Asia & Pacific (excluding high income),,,577.2534288156,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1981
East Asia & Pacific (excluding high income),,,601.9342224293,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1982
East Asia & Pacific (excluding high income),,,635.603083586,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1983
East Asia & Pacific (excluding high income),,,684.9645462996,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1984
East Asia & Pacific (excluding high income),,,722.7875832553,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1985
East Asia & Pacific (excluding high income),,,759.9761703645,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1986
East Asia & Pacific (excluding high income),,,812.5405798819,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1987
East Asia & Pacific (excluding high income),,,874.6786151049,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1988
East Asia & Pacific (excluding high income),,,911.2381343953,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1989
East Asia & Pacific (excluding high income),2223.6650478081,1437.2482165494,945.4244904698,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1990
East Asia & Pacific (excluding high income),2359.4677683496,1575.7838222858,1005.2562407014,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1991
East Asia & Pacific (excluding high income),2566.1324476473,1752.8730653738,1098.088375653,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1992
East Asia & Pacific (excluding high income),2796.5155585011,1955.6927773391,1201.6246222823,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1993
East Asia & Pacific (excluding high income),3048.739631489,2177.4546586444,1313.9605657366,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1994
East Asia & Pacific (excluding high income),3299.0547142696,2405.3767792841,1424.0090899651,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1995
East Asia & Pacific (excluding high income),3545.4168336998,2632.1926822654,1532.5499875368,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1996
East Asia & Pacific (excluding high income),3739.1529203921,2823.5382577423,1621.0816987402,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1997
East Asia & Pacific (excluding high income),3729.1582913779,2846.5517529772,1630.9140209828,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1998
East Asia & Pacific (excluding high income),3905.6004747625,3026.8565820447,1712.2764404226,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,1999
East Asia & Pacific (excluding high income),4151.3810404374,3290.5028489078,1822.6579332464,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2000
East Asia & Pacific (excluding high income),4379.5336866975,3550.451603873,1926.7958514581,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2001
East Asia & Pacific (excluding high income),4673.4366170699,3846.8777849361,2059.8645773464,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2002
East Asia & Pacific (excluding high income),5028.7250208138,4221.8692982907,2220.6532220348,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2003
East Asia & Pacific (excluding high income),5422.8856100164,4677.9760217843,2398.9319744934,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2004
East Asia & Pacific (excluding high income),5886.3499798464,5241.1615401764,2610.5308966624,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2005
East Asia & Pacific (excluding high income),6449.483832778,5918.9987800994,2869.0476528342,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2006
East Asia & Pacific (excluding high income),7163.9354208021,6749.6595488693,3197.6639275622,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2007
East Asia & Pacific (excluding high income),7692.4798181337,7389.8098843816,3440.5710039222,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2008
East Asia & Pacific (excluding high income),8200.8903895284,7938.0463405405,3677.680765123,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2009
East Asia & Pacific (excluding high income),8923.456507435,8742.9472177881,4008.2275977547,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2010
East Asia & Pacific (excluding high income),9591.6785876212,9591.6785876212,4317.023047453,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2011
East Asia & Pacific (excluding high income),10231.8488811349,10420.3248051981,4608.1454681287,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2012
East Asia & Pacific (excluding high income),10880.0646894033,11259.4316372766,4904.778493297,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2013
East Asia & Pacific (excluding high income),11520.2613879645,12135.3956093017,5198.6181004402,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2014
East Asia & Pacific (excluding high income),12171.5267587557,12959.3843160998,5496.4175322017,Aggregates,4E,EAP,,Aggregates,,East Asia & Pacific (excluding high income),Aggregates,2015
Early-demographic dividend,,,1144.8413123852,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1962
Early-demographic dividend,,,1176.9089675278,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1963
Early-demographic dividend,,,1243.2420043298,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1964
Early-demographic dividend,,,1277.9642385636,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1965
Early-demographic dividend,,,1296.2571736347,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1966
Early-demographic dividend,,,1332.2064601853,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1967
Early-demographic dividend,,,1390.4406054692,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1968
Early-demographic dividend,,,1438.8518724761,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1969
Early-demographic dividend,,,1526.3155802143,Aggregates,V2,EAR,,Aggregates,,Early-demographic dividend,Aggregates,1970
